Episode    46 | Reward:   -6.70 | Avg(100):   -6.18 | Epsilon: 0.0996 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     564 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.30m
Episode    47 | Reward:   -6.70 | Avg(100):   -6.19 | Epsilon: 0.0996 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     576 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.31m
Episode    48 | Reward:   -6.70 | Avg(100):   -6.20 | Epsilon: 0.0996 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     588 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.32m
Episode    49 | Reward:   -4.90 | Avg(100):   -6.17 | Epsilon: 0.0996 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     600 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.32m
Episode    50 | Reward:   -6.70 | Avg(100):   -6.18 | Epsilon: 0.0996 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     612 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.33m
Episode    51 | Reward:   -6.70 | Avg(100):   -6.19 | Epsilon: 0.0996 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     624 | Ep Time:   0.40s | Avg100 Time:   0.39s | Total Time:    0.33m
Episode    52 | Reward:   -6.70 | Avg(100):   -6.20 | Epsilon: 0.0996 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     636 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.34m
Episode    53 | Reward:   -4.90 | Avg(100):   -6.18 | Epsilon: 0.0996 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     648 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.35m
Episode    54 | Reward:   -6.70 | Avg(100):   -6.19 | Epsilon: 0.0995 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     660 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.35m
Episode    55 | Reward:   -1.30 | Avg(100):   -6.10 | Epsilon: 0.0995 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     672 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.36m
Episode    56 | Reward:   -1.90 | Avg(100):   -6.03 | Epsilon: 0.0995 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     684 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.37m
Episode    57 | Reward:   -4.90 | Avg(100):   -6.01 | Epsilon: 0.0995 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     696 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.37m
Episode    58 | Reward:   -6.70 | Avg(100):   -6.02 | Epsilon: 0.0995 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     708 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.38m
Episode    59 | Reward:   -6.70 | Avg(100):   -6.03 | Epsilon: 0.0995 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     720 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.39m
Episode    60 | Reward:   -4.90 | Avg(100):   -6.01 | Epsilon: 0.0995 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     732 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.39m
Episode    61 | Reward:   -6.70 | Avg(100):   -6.02 | Epsilon: 0.0995 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     744 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.40m
Episode    62 | Reward:   -6.70 | Avg(100):   -6.03 | Epsilon: 0.0995 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     756 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.40m
Episode    63 | Reward:   -6.70 | Avg(100):   -6.04 | Epsilon: 0.0995 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     768 | Ep Time:   0.40s | Avg100 Time:   0.39s | Total Time:    0.41m
Episode    64 | Reward:   -6.70 | Avg(100):   -6.05 | Epsilon: 0.0995 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     780 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.42m
Episode    65 | Reward:   -6.70 | Avg(100):   -6.06 | Epsilon: 0.0995 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     792 | Ep Time:   0.44s | Avg100 Time:   0.39s | Total Time:    0.43m
Episode    66 | Reward:   -6.70 | Avg(100):   -6.07 | Epsilon: 0.0994 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     804 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.43m
Episode    67 | Reward:   -6.70 | Avg(100):   -6.08 | Epsilon: 0.0994 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     816 | Ep Time:   0.40s | Avg100 Time:   0.39s | Total Time:    0.44m
Episode    68 | Reward:   -6.70 | Avg(100):   -6.09 | Epsilon: 0.0994 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     828 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.44m
Episode    69 | Reward:   -6.70 | Avg(100):   -6.10 | Epsilon: 0.0994 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     840 | Ep Time:   0.41s | Avg100 Time:   0.39s | Total Time:    0.45m
Episode    70 | Reward:   -6.70 | Avg(100):   -6.11 | Epsilon: 0.0994 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     852 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.46m
Episode    71 | Reward:   -6.70 | Avg(100):   -6.12 | Epsilon: 0.0994 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     864 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.46m
Episode    72 | Reward:   -6.70 | Avg(100):   -6.12 | Epsilon: 0.0994 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     876 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.47m
Episode    73 | Reward:   -6.70 | Avg(100):   -6.13 | Epsilon: 0.0994 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     888 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.48m
Episode    74 | Reward:   -6.70 | Avg(100):   -6.14 | Epsilon: 0.0994 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     900 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.48m
Episode    75 | Reward:   -6.70 | Avg(100):   -6.15 | Epsilon: 0.0994 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     912 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.49m
Episode    76 | Reward:   -6.10 | Avg(100):   -6.15 | Epsilon: 0.0994 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     924 | Ep Time:   0.41s | Avg100 Time:   0.39s | Total Time:    0.50m
Episode    77 | Reward:   -6.70 | Avg(100):   -6.15 | Epsilon: 0.0994 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     936 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.50m
Episode    78 | Reward:   -6.70 | Avg(100):   -6.16 | Epsilon: 0.0993 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     948 | Ep Time:   0.40s | Avg100 Time:   0.39s | Total Time:    0.51m
Episode    79 | Reward:   -6.10 | Avg(100):   -6.16 | Epsilon: 0.0993 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     960 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.52m
Episode    80 | Reward:   -6.10 | Avg(100):   -6.16 | Epsilon: 0.0993 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     972 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.52m
Episode    81 | Reward:   -6.70 | Avg(100):   -6.17 | Epsilon: 0.0993 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     984 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.53m
Episode    82 | Reward:   -4.90 | Avg(100):   -6.15 | Epsilon: 0.0993 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:     996 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.54m
Episode    83 | Reward:   -6.70 | Avg(100):   -6.16 | Epsilon: 0.0993 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1008 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.54m
Episode    84 | Reward:   -6.70 | Avg(100):   -6.16 | Epsilon: 0.0993 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1020 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.55m
Episode    85 | Reward:   -4.90 | Avg(100):   -6.15 | Epsilon: 0.0993 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1032 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.55m
Episode    86 | Reward:   -6.70 | Avg(100):   -6.16 | Epsilon: 0.0993 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1044 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.56m
Episode    87 | Reward:   -6.70 | Avg(100):   -6.16 | Epsilon: 0.0993 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1056 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.57m
Episode    88 | Reward:   -6.70 | Avg(100):   -6.17 | Epsilon: 0.0993 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1068 | Ep Time:   0.40s | Avg100 Time:   0.39s | Total Time:    0.57m
Episode    89 | Reward:   -6.70 | Avg(100):   -6.17 | Epsilon: 0.0993 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1080 | Ep Time:   0.46s | Avg100 Time:   0.39s | Total Time:    0.58m
Episode    90 | Reward:   -6.70 | Avg(100):   -6.18 | Epsilon: 0.0992 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1092 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.59m
Episode    91 | Reward:   -6.70 | Avg(100):   -6.18 | Epsilon: 0.0992 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1104 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.59m
Episode    92 | Reward:   -4.90 | Avg(100):   -6.17 | Epsilon: 0.0992 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1116 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.60m
Episode    93 | Reward:   -4.90 | Avg(100):   -6.16 | Epsilon: 0.0992 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1128 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.61m
Episode    94 | Reward:   -6.70 | Avg(100):   -6.16 | Epsilon: 0.0992 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1140 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.61m
Episode    95 | Reward:   -4.90 | Avg(100):   -6.15 | Epsilon: 0.0992 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1152 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.62m
Episode    96 | Reward:   -6.10 | Avg(100):   -6.15 | Epsilon: 0.0992 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1164 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.63m
Episode    97 | Reward:   -6.70 | Avg(100):   -6.16 | Epsilon: 0.0992 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1176 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.63m
Episode    98 | Reward:   -6.70 | Avg(100):   -6.16 | Epsilon: 0.0992 | Best Avg Reward:    -inf | Best Reward:   -1.30 | Steps:    1188 | Ep Time:   0.40s | Avg100 Time:   0.39s | Total Time:    0.64m
Episode    99 | Reward:   -6.70 | Avg(100):   -6.17 | Epsilon: 0.0992 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1200 | Ep Time:   0.41s | Avg100 Time:   0.39s | Total Time:    0.65m
Episode   100 | Reward:   -4.90 | Avg(100):   -6.17 | Epsilon: 0.0992 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1212 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.65m
Episode   101 | Reward:   -6.70 | Avg(100):   -6.22 | Epsilon: 0.0992 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1224 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.66m
Episode   102 | Reward:   -6.70 | Avg(100):   -6.22 | Epsilon: 0.0992 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1236 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.67m
Episode   103 | Reward:   -6.70 | Avg(100):   -6.22 | Epsilon: 0.0991 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1248 | Ep Time:   0.43s | Avg100 Time:   0.39s | Total Time:    0.67m
Episode   104 | Reward:   -4.90 | Avg(100):   -6.20 | Epsilon: 0.0991 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1260 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.68m
Episode   105 | Reward:   -6.70 | Avg(100):   -6.20 | Epsilon: 0.0991 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1272 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.69m
Episode   106 | Reward:   -6.70 | Avg(100):   -6.22 | Epsilon: 0.0991 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1284 | Ep Time:   0.41s | Avg100 Time:   0.39s | Total Time:    0.69m
Episode   107 | Reward:   -6.70 | Avg(100):   -6.22 | Epsilon: 0.0991 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1296 | Ep Time:   0.40s | Avg100 Time:   0.39s | Total Time:    0.70m
Episode   108 | Reward:   -6.70 | Avg(100):   -6.22 | Epsilon: 0.0991 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1308 | Ep Time:   0.40s | Avg100 Time:   0.39s | Total Time:    0.71m
Episode   109 | Reward:   -6.70 | Avg(100):   -6.23 | Epsilon: 0.0991 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1320 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.71m
Episode   110 | Reward:   -4.90 | Avg(100):   -6.21 | Epsilon: 0.0991 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1332 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.72m
Episode   111 | Reward:   -4.90 | Avg(100):   -6.21 | Epsilon: 0.0991 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1344 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.73m
Episode   112 | Reward:   -4.90 | Avg(100):   -6.19 | Epsilon: 0.0991 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1356 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.73m
Episode   113 | Reward:   -6.10 | Avg(100):   -6.19 | Epsilon: 0.0991 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1368 | Ep Time:   0.40s | Avg100 Time:   0.39s | Total Time:    0.74m
Episode   114 | Reward:   -4.90 | Avg(100):   -6.17 | Epsilon: 0.0991 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1380 | Ep Time:   0.38s | Avg100 Time:   0.39s | Total Time:    0.75m
Episode   115 | Reward:   -6.70 | Avg(100):   -6.17 | Epsilon: 0.0990 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1392 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.75m
Episode   116 | Reward:   -1.30 | Avg(100):   -6.12 | Epsilon: 0.0990 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1404 | Ep Time:   0.40s | Avg100 Time:   0.39s | Total Time:    0.76m
Episode   117 | Reward:   -6.70 | Avg(100):   -6.12 | Epsilon: 0.0990 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1416 | Ep Time:   0.40s | Avg100 Time:   0.39s | Total Time:    0.77m
Episode   118 | Reward:   -4.90 | Avg(100):   -6.12 | Epsilon: 0.0990 | Best Avg Reward:   -6.17 | Best Reward:   -1.30 | Steps:    1428 | Ep Time:   0.39s | Avg100 Time:   0.39s | Total Time:    0.77m
